seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,learning_mode,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime_fixed,regime
28,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38201666666666667,0.825,0.15416666666666667,0.02464474814460702,0.4073333333333333,0.4708333333333333,0.1375,0.023359509127262642,0.21065,0.3375,0.10833333333333334,0.019832135818189402,0.6034114091902026,0.7193008915209427,0.17990392829823998,0.029502319830833935,0.6034516138787692,0.7193008915209427,0.17990392829823998,0.029503774185301705,0.17741961969187733,0.365770225554165,0.24067133965476706,0.03975368972049551,0.17868333333333333,0.375,0.27083333333333337,0.04673182653300757,2.1043132424664575,2.272446945185892,0.2642780950146899,0.044558846893790235,1.0,1.0,0.0,0.0,0.2364285714285714,0.39285714285714285,0.35714285714285715,0.06255201916837551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
29,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.3957833333333334,0.7958333333333333,0.11666666666666664,0.023038259241724163,0.40985000000000005,0.48333333333333334,0.125,0.022592212276701797,0.1943666666666667,0.30416666666666664,0.12083333333333335,0.02002606634697222,0.6010736983581841,0.7262339731055059,0.16352968188118022,0.029452873788489337,0.6009265168829977,0.7262339731055059,0.16352968188118022,0.029171785969289255,0.17846022871639458,0.38805249634437367,0.21206391353945955,0.038975449161720105,0.18009999999999998,0.43333333333333335,0.24583333333333335,0.04558832696596307,2.0606375295368107,2.221316814080368,0.24398106131677455,0.042002227735713,1.0,1.0,0.0,0.0,0.24471428571428572,0.42857142857142855,0.39285714285714285,0.06974896678336488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
30,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38403333333333334,0.8208333333333333,0.14583333333333331,0.024419573205843616,0.40186666666666665,0.5,0.1375,0.0268196445415172,0.21409999999999998,0.35,0.12916666666666665,0.02077514540663113,0.6089474611470674,0.7834935305590751,0.156644848470324,0.027910454204028236,0.6087756335174661,0.7834935305590751,0.156644848470324,0.028057442223296862,0.18627348022533027,0.484905438434651,0.21876466759004506,0.03841214048943245,0.18515,0.49166666666666664,0.30000000000000004,0.04804184807713653,2.103433660204403,2.330393377949471,0.2400865188259429,0.04264961942837947,1.0,1.0,0.0,0.0,0.21342857142857144,0.39285714285714285,0.3214285714285714,0.06152218780112371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
31,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.39585000000000004,0.7791666666666667,0.11666666666666664,0.02230937147379001,0.3931,0.475,0.14999999999999997,0.025653156617547954,0.21105,0.4041666666666667,0.10000000000000003,0.021109377852824875,0.6074523090877492,0.8742284777580258,0.13379075625512638,0.027394699601727548,0.6075257722799429,0.8742284777580258,0.13379075625512638,0.02737027712010973,0.18741203140380172,0.621006550128541,0.18729186214697055,0.03786631426069293,0.18676666666666666,0.6083333333333333,0.2583333333333333,0.04580169817327252,2.0606347403083736,2.3978846632997213,0.18670548859326885,0.03857774593939018,1.0,1.0,0.0,0.0,0.22328571428571428,0.5357142857142857,0.3214285714285714,0.060572270883631235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
32,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38006666666666666,0.8125,0.125,0.02358839168366979,0.38698333333333335,0.4583333333333333,0.13749999999999996,0.027176322414925826,0.23295000000000002,0.3416666666666667,0.11249999999999999,0.020623752487524346,0.6130003498627479,0.7371511606589772,0.13967309317690157,0.02619521636541283,0.6132626929457689,0.7371511606589772,0.13967309317690157,0.02634973910268311,0.19029946030685832,0.3987041021738363,0.19198548081065164,0.03687502846899002,0.19001666666666667,0.4041666666666667,0.22499999999999998,0.042234296884562116,2.1302321210066806,2.2953390379868233,0.21019205176112132,0.04026557455938867,1.0,1.0,0.0,0.0,0.2512857142857143,0.4642857142857143,0.3571428571428571,0.06603477747925478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
33,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38781666666666664,0.8333333333333334,0.14583333333333337,0.024013242874158697,0.3903166666666667,0.4708333333333333,0.13333333333333336,0.023594897047172443,0.22186666666666668,0.35833333333333334,0.10833333333333336,0.0205051213115163,0.6160133880947463,0.8302018949071646,0.1698114453216516,0.02970671304055106,0.615679477997675,0.8302018949071646,0.1698114453216516,0.02965047398215463,0.19608536431587278,0.5565411828098602,0.24007696310309262,0.042298084501583955,0.1958,0.5458333333333333,0.3125,0.0511017394789823,2.1028621371955927,2.3745661387712915,0.22568512653957962,0.043198007347640635,1.0,1.0,0.0,0.0,0.34342857142857136,0.5714285714285714,0.39285714285714285,0.0752931685114247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
34,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38435,0.8416666666666667,0.14583333333333331,0.023641001341830774,0.3925,0.475,0.17916666666666664,0.02438977472448467,0.22315,0.3458333333333333,0.14999999999999997,0.024298085201193212,0.6103213846865214,0.7457689182777116,0.19452966921650694,0.03098178977210273,0.6104194362642933,0.7457689182777116,0.19452966921650694,0.03116645803479514,0.18893913115546582,0.4180256114462725,0.2534208920075817,0.0427578388460275,0.18905000000000002,0.4166666666666667,0.2625,0.051594306856474,2.1120900813712784,2.266702093295632,0.29241786767396594,0.04506721744886861,1.0,1.0,0.0,0.0,0.2287142857142857,0.5357142857142857,0.4642857142857143,0.0634145737450415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
35,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.4092,0.8125,0.13749999999999996,0.02411371209729251,0.35593333333333327,0.425,0.1291666666666667,0.023483232788996968,0.23486666666666667,0.35833333333333334,0.1333333333333333,0.021045823021841333,0.5951624378876291,0.7360200918673032,0.1562494229011523,0.02850254975432722,0.5952698424926407,0.7360200918673032,0.1562494229011523,0.028498988608672976,0.16272224078258357,0.3871116678140922,0.19715621244345766,0.03605320710025664,0.16478333333333334,0.3958333333333333,0.2625,0.042977645998304226,2.0833432596083323,2.2688297873835546,0.24042303729021963,0.04355984464763284,1.0,1.0,0.0,0.0,0.3288571428571429,0.5714285714285714,0.39285714285714285,0.06727888955379567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
36,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38815,0.75,0.1375,0.022399336547714484,0.3904,0.45,0.12083333333333335,0.023530264200245038,0.22144999999999998,0.3541666666666667,0.12083333333333335,0.02184783869300475,0.5922938333996326,0.7484476700355391,0.1587313442119439,0.027771233127769076,0.5924137214519953,0.7484476700355391,0.1587313442119439,0.02776120363054816,0.16099871981105054,0.4140420241113513,0.20205466020142393,0.034572415874999284,0.16078333333333333,0.4125,0.26249999999999996,0.03913878795034693,2.0729836001753337,2.248635924642198,0.2515908341288211,0.040982204261924345,1.0,1.0,0.0,0.0,0.28328571428571425,0.5357142857142857,0.35714285714285715,0.07034332714244748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
37,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.36918333333333336,0.7833333333333333,0.11249999999999999,0.022797106297851828,0.41923333333333335,0.5041666666666667,0.15000000000000002,0.024895805090639486,0.21158333333333332,0.29583333333333334,0.10416666666666666,0.02146201424739895,0.6191670380094236,0.7272637281970513,0.1449445781303118,0.027943359895504213,0.6191767280962449,0.7272637281970513,0.1449445781303118,0.027946280081603495,0.2005168267272267,0.38364383693424914,0.20386986332332147,0.03999227493689178,0.1985,0.37083333333333335,0.21666666666666667,0.04645906202717016,2.096530818438072,2.232832342853932,0.21914947271836382,0.04018468695652941,1.0,1.0,0.0,0.0,0.21328571428571427,0.4642857142857143,0.4285714285714286,0.07066751700168666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
38,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.37943333333333334,0.8208333333333333,0.16250000000000003,0.025159182110005972,0.381,0.4666666666666667,0.12916666666666665,0.02580589941165478,0.23956666666666665,0.37916666666666665,0.10833333333333334,0.022070744839669046,0.6265178907225186,0.806964465061173,0.1891766189989752,0.030403698707307053,0.6266772028880893,0.806964465061173,0.1891766189989752,0.030327269330365014,0.21176139179467082,0.5213759310902596,0.2771896276310274,0.044940660237033005,0.21348333333333333,0.5333333333333333,0.26666666666666666,0.051145948574208254,2.109386730992839,2.33170442612013,0.2885317769232696,0.045129018330962244,1.0,1.0,0.0,0.0,0.24714285714285714,0.4642857142857143,0.4285714285714286,0.07520041250429632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
39,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.36138333333333333,0.7916666666666666,0.1375,0.02519513290741333,0.40601666666666664,0.48333333333333334,0.15833333333333333,0.025654916141399142,0.2326,0.4041666666666667,0.11666666666666664,0.022770375490975114,0.633812870369783,0.8192540076349812,0.16066857028068338,0.030423240206725707,0.6336638658225354,0.8192540076349812,0.16066857028068338,0.030312687681479468,0.22022998359180695,0.5348487765037321,0.2424707388511202,0.04599083301046611,0.2207333333333333,0.5625,0.25416666666666665,0.05036936899876087,2.1194028813859194,2.3603178725285425,0.24098177555656086,0.04515051502012221,1.0,1.0,0.0,0.0,0.4018571428571429,0.6071428571428571,0.4285714285714285,0.07683549881110306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
40,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.3529333333333333,0.7708333333333334,0.13333333333333336,0.025854958690527605,0.42755,0.5125,0.1375,0.023625204290709904,0.2195166666666667,0.375,0.13333333333333333,0.022438242404926066,0.6445525113900705,0.7711936366368156,0.19752386293544566,0.03254057420662283,0.6446128771837747,0.7711936366368156,0.19752386293544566,0.03252979779539415,0.2417354763878101,0.46647210150443974,0.2975258824109601,0.0514929995032102,0.24055,0.4875,0.35,0.058165857205446946,2.1463661709093107,2.310930124420708,0.27250330049241844,0.04824384581802096,1.0,1.0,0.0,0.0,0.28857142857142853,0.5,0.4285714285714286,0.06610134457862443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
41,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.39008333333333334,0.7875,0.11666666666666664,0.022507560458161116,0.40046666666666664,0.4625,0.12083333333333335,0.024015134117190907,0.20945,0.35,0.10000000000000003,0.019240878069591544,0.5976840434835728,0.7443238971377982,0.13546939580161999,0.026103618599303404,0.5974091387817422,0.7443238971377982,0.13546939580161999,0.02634120917225499,0.16767609776878975,0.40833420788751923,0.17458139840598247,0.033821652535950264,0.16771666666666665,0.45416666666666666,0.22916666666666669,0.042621659204368535,2.088326503278093,2.2958867537304077,0.20589698222869202,0.03928511376735199,1.0,1.0,0.0,0.0,0.2054285714285714,0.42857142857142855,0.35714285714285715,0.06533368041001798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
42,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.36181666666666673,0.7958333333333333,0.15416666666666667,0.023292040843744602,0.41681666666666667,0.5041666666666667,0.1375,0.024407814094852678,0.22136666666666668,0.36666666666666664,0.11249999999999999,0.02123267921546093,0.62271433679456,0.7466867801177917,0.18501751582684667,0.02797051657162329,0.622955026655088,0.7466867801177917,0.18501751582684667,0.028066450832808634,0.2026570298589393,0.4125393845430369,0.27097552024972277,0.04074898594057142,0.20316666666666666,0.4583333333333333,0.2833333333333333,0.04783333333333333,2.163024501986184,2.3137868363653973,0.26896849059437145,0.042720656777938903,1.0,1.0,0.0,0.0,0.33,0.6071428571428571,0.3571428571428571,0.07119963311072636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
43,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.36360000000000003,0.8208333333333333,0.16249999999999998,0.024659593580502407,0.41479999999999995,0.49583333333333335,0.175,0.025636107348815655,0.2216,0.375,0.10833333333333334,0.02210696220148254,0.628397205630425,0.8000160987650843,0.1774751129149288,0.029358057802457038,0.6282690098537614,0.8000160987650843,0.1774751129149288,0.029470546803574194,0.21536383970271425,0.5138144695111891,0.24998915715719494,0.04432377399050511,0.2167666666666667,0.5083333333333333,0.25,0.05181554893187093,2.143024201491231,2.357243429180498,0.2788773328980576,0.04372965080109785,1.0,1.0,0.0,0.0,0.2547142857142857,0.4642857142857143,0.3214285714285714,0.05743869846743268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
44,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.3708333333333333,0.8375,0.14166666666666666,0.023136070923512008,0.39383333333333337,0.4625,0.14166666666666666,0.023609084880377912,0.2353333333333333,0.39166666666666666,0.13749999999999998,0.021292278203872667,0.6256813723676319,0.7732352550024678,0.16654410920006346,0.02910942770748554,0.6255854283726471,0.7732352550024678,0.16654410920006346,0.029189005650716537,0.21049814142191353,0.4675983147738675,0.2603127125251641,0.04467004754344264,0.21141666666666667,0.45416666666666666,0.2833333333333333,0.05304093021222175,2.1541889087718356,2.3225174656140117,0.2522037753364508,0.042185400756095025,1.0,1.0,0.0,0.0,0.2414285714285714,0.4642857142857143,0.3214285714285714,0.060508053098706785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
45,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.3743166666666667,0.8125,0.12083333333333335,0.023781814948027457,0.41701666666666665,0.5,0.1375,0.023627955429486015,0.20866666666666667,0.35,0.14166666666666666,0.022737023160964192,0.6119638023059717,0.796543849302902,0.17626162394453393,0.030473548515684713,0.6120193728611257,0.796543849302902,0.17626162394453393,0.03049346807128244,0.19173772414006493,0.5077397751812313,0.2555977608534118,0.043086945882813275,0.1932833333333333,0.55,0.29166666666666663,0.05155859934740922,2.1128300743511153,2.3290414542083555,0.23923388009722624,0.04459560249085724,1.0,1.0,0.0,0.0,0.1757142857142857,0.5357142857142857,0.32142857142857145,0.06253162465211226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
46,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.3794,0.8125,0.1375,0.022281681564310478,0.39143333333333336,0.45416666666666666,0.14583333333333331,0.025222917268935323,0.22916666666666669,0.3375,0.11249999999999999,0.01982913120750489,0.6147998600538278,0.7572365761290196,0.13271105116472703,0.025174598084614197,0.6149697950627,0.7572365761290196,0.13271105116472703,0.025130199097406238,0.19232202816472016,0.4345153478379956,0.1843999740505621,0.035253754427296086,0.19191666666666668,0.475,0.27083333333333337,0.04368932300281665,2.0986883496814164,2.255202309828392,0.20511576336243853,0.03873431068491691,1.0,1.0,0.0,0.0,0.31385714285714283,0.5,0.39285714285714285,0.07234286278492418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
47,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.38333333333333336,0.8,0.14583333333333331,0.025251512605958655,0.3938833333333333,0.4791666666666667,0.13333333333333336,0.025503599963752392,0.2227833333333333,0.3541666666666667,0.12083333333333335,0.02179806948638648,0.616744608937435,0.7431742022786322,0.2013763215373543,0.029928725046574112,0.6167670938927239,0.7431742022786322,0.2013763215373543,0.029935044320185684,0.1965678259610094,0.4112214509665073,0.2931548393299224,0.043385618512299516,0.1982166666666667,0.44166666666666665,0.24166666666666667,0.04934515905559756,2.104862357467305,2.2657323577072277,0.2513244212953418,0.04536850125531536,1.0,1.0,0.0,0.0,0.28757142857142853,0.5,0.39285714285714285,0.0737592609197555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
48,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.4035333333333333,0.7791666666666667,0.12916666666666665,0.02359411414362112,0.3736833333333333,0.45,0.15416666666666667,0.022915963625579638,0.2227833333333333,0.38333333333333336,0.12499999999999997,0.021887090309637373,0.5909209565042339,0.7935788370239825,0.1525087262645768,0.02902931657984705,0.5907915496534488,0.7935788370239825,0.1525087262645768,0.029095774053884717,0.15979670148295952,0.49219246838694014,0.18374856725740557,0.035906132369547095,0.16166666666666665,0.5041666666666667,0.25416666666666665,0.04494131976502495,2.0977661754966612,2.390501650235229,0.23079968046943589,0.04415975724940948,1.0,1.0,0.0,0.0,0.3071428571428571,0.5,0.39285714285714285,0.0608611668689737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
49,500,240,modular,6,0.08,0.004,0.12,0,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,q_learning,default,0.3599666666666667,0.8166666666666667,0.13333333333333336,0.023317828181696323,0.4275,0.49166666666666664,0.14583333333333331,0.02476556749467561,0.21253333333333332,0.3458333333333333,0.12916666666666665,0.022623095377168095,0.6226097093659966,0.7635767216105093,0.14626428891697896,0.028553309343314143,0.6226386276235503,0.7635767216105093,0.14626428891697896,0.028537984798544778,0.20282942988963196,0.4434556483477275,0.20679380936128045,0.04108141674071532,0.2005333333333333,0.4,0.2625,0.048078281074837845,2.1172970377935685,2.2881787473808712,0.22352594925198455,0.04234436912766514,1.0,1.0,0.0,0.0,0.25471428571428567,0.5357142857142857,0.3571428571428571,0.06725841120299395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
